最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.2,50.0,C-一般,熊市优,100.0,7.4,23.5,3.2,5.9,10,018075,长盛航天海工混合C,军工,2023-04-14 ~ 2026-05-08,742,8.01,2.65,4.65,1.56,3.36,10.7,41.2,2026-01-12,2026-04-07,352,0.33,0.25,1.302,9.43,-10.19,49.3,21,133,53.4,39.5,25.54,-21.06,1.21,0.01,-11.11,25.21,493.83,-335.73,40,31,15.9,97.4,2.6,18.9,16,73,697.01,9134.82,1665.78,10800.6,2,8.34,43.15,2,1.38,-31.46,3,-1.02,0.06,0,728,14,1,11,1,21,0,1,41,1,0,1,0,0,0,2,0,0,6,10,4,7,14,9,16,1,0,0,0,1,2,0,0,2,2,0,0,21,100.0,548.18,26.1,41,0.0,-365.72,-8.92,0,0,0,0,6,100.0,317.33,52.89,10,60.0,2.13,0.21,4,100.0,229.25,57.31,7,71.4,1.13,0.16,14,85.7,694.92,49.64,9,0.0,-437.93,-48.66,16,93.8,11.74,0.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-52.27,-52.27,2,0.0,-260.49,-130.25,2,100.0,8.74,4.37
0.8,58.0,B-良好,全天候/熊市优/牛市可/震荡优,62.2,12.4,24.0,3.5,8.1,10,017941,国投瑞银国家安全混合C,军工,2023-03-22 ~ 2026-05-08,758,11.14,3.57,17.91,5.63,-6.77,8.61,35.94,2023-05-17,2024-09-23,534,0.51,0.41,1.304,8.89,-7.98,49.7,30,169,50.3,53.8,22.33,-11.51,1.94,0.01,-13.68,16.43,474.14,-123.38,61,25,17.6,98.8,1.2,14.3,10,64,1115.49,10793.42,320.32,11113.74,2,8.63,27.11,1,-3.0,-15.35,4,5.56,8.32,0,742,16,0,11,1,7,0,0,48,0,0,3,0,3,3,2,1,0,16,10,6,12,21,16,19,2,1,0,0,1,3,1,0,2,10,0,0,7,57.1,10.96,1.57,48,0.0,-256.02,-5.33,0,0,0,0,16,87.5,30.11,1.88,10,60.0,49.44,4.94,6,100.0,983.43,163.91,12,100.0,69.98,5.83,21,76.2,336.71,16.03,16,0.0,-478.52,-29.91,19,89.5,280.56,14.77,1,0.0,-34.36,-34.36,0,0,0,0,0,0,0,0,1,0.0,-1.72,-1.72,2,0.0,-11.94,-5.97,10,100.0,136.86,13.69
0.95,52.2,C-一般,全天候/熊市优/震荡优,115.7,9.1,23.0,3.7,6.4,10,015945,易方达国防军工混合C,军工,2022-07-19 ~ 2026-05-08,923,17.18,4.42,14.85,3.85,2.33,14.53,52.02,2022-08-10,2024-02-05,820,0.66,0.3,1.245,10.5,-6.8,48.8,32,198,56.6,42.6,26.68,-21.52,1.24,0.02,-20.92,20.28,1186.96,-168.36,40,20,18.7,98.7,1.3,15.5,17,73,1675.27,11432.68,285.24,11717.92,3,19.32,56.14,3,-8.02,-40.22,2,5.59,6.39,0,902,21,0,15,2,7,0,0,45,1,0,1,1,3,0,1,1,0,5,31,7,16,39,15,24,1,1,0,0,0,3,2,0,3,5,1,0,7,71.4,90.71,12.96,45,0.0,-519.35,-11.54,0,0,0,0,5,80.0,35.91,7.18,31,77.4,372.8,12.03,7,100.0,1767.23,252.46,16,62.5,91.33,5.71,39,84.6,201.61,5.17,15,6.7,-705.61,-47.04,24,91.7,378.12,15.76,1,0.0,-36.02,-36.02,0,0,0,0,0,0,0,0,0,0,0,0,3,33.3,-51.48,-17.16,5,100.0,50.02,10.0
0.95,52.8,C-一般,熊市优,144.7,8.7,21.7,5.4,7.0,10,012842,易方达中证军工(LOF)C,军工,2021-08-16 ~ 2026-05-08,1145,23.03,4.67,15.92,3.3,7.11,16.17,48.91,2021-11-30,2024-02-05,691,0.51,0.29,1.276,9.68,-8.36,50.0,42,229,49.8,46.6,37.41,-21.11,1.77,0.0,-24.22,19.4,1129.12,-282.6,44,26,26.9,99.2,0.8,16.5,7,82,2217.76,9020.3,3283.11,12303.41,4,31.28,60.05,2,-8.2,-31.8,4,-0.39,-5.49,0,1120,25,1,23,1,16,0,0,71,1,0,2,0,3,0,2,2,0,9,10,9,4,37,21,30,2,0,1,0,4,4,1,0,0,17,0,0,16,87.5,236.24,14.77,71,0.0,-1125.55,-15.85,0,0,0,0,9,88.9,50.14,5.57,10,70.0,28.09,2.81,9,100.0,2776.64,308.52,4,50.0,0.02,0.01,37,91.9,478.01,12.92,21,0.0,-739.5,-35.21,30,83.3,597.56,19.92,0,0,0,0,1,0.0,-134.15,-134.15,0,0,0,0,4,0.0,-48.21,-12.05,0,0,0,0,17,88.2,98.47,5.79
1.1,45.8,C-一般,全天候/熊市优/震荡优,85.0,5.4,15.5,7.4,7.5,10,018028,嘉实中证高端装备细分50ETF发起联接C,军工,2023-04-17 ~ 2026-05-08,741,12.45,4.07,14.64,4.76,-2.19,22.46,38.67,2023-07-04,2024-01-22,603,0.41,0.18,1.32,9.51,-8.98,49.2,27,134,43.3,50.0,57.62,-35.14,1.64,0.0,-50.01,23.24,1013.73,-430.8,48,20,37.0,97.6,2.4,29.0,26,77,1093.29,7940.22,3304.85,11245.07,3,27.08,51.12,2,-19.28,-27.09,2,6.48,-3.89,0,721,20,0,11,3,0,0,0,53,0,1,1,0,2,0,1,2,1,2,11,7,8,17,9,21,2,1,0,0,0,3,1,0,1,3,0,0,0,0,0,0,53,0.0,-840.54,-15.86,1,100.0,10.12,10.12,2,100.0,13.31,6.66,11,72.7,187.91,17.08,7,100.0,497.04,71.01,8,75.0,9.48,1.19,17,76.5,861.04,50.65,9,0.0,-1342.42,-149.16,21,85.7,1698.29,80.87,1,0.0,-50.01,-50.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-15.83,-15.83,3,100.0,64.9,21.63
0.85,44.5,C-一般,熊市优,158.1,3.9,19.6,4.5,6.5,10,010364,鹏华空天军工指数(LOF)C,军工,2020-11-24 ~ 2026-05-08,1323,17.53,3.13,11.09,2.02,6.44,23.99,57.78,2021-11-30,2024-01-31,1000,0.37,0.13,1.436,10.04,-7.95,51.1,46,285,45.3,43.3,38.82,-25.44,1.53,0.0,-26.6,16.54,1365.64,-377.67,46,14,22.7,97.5,2.5,16.1,9,79,1727.01,8459.79,3293.68,11753.47,4,30.42,95.16,4,-9.45,-65.94,4,-2.3,-0.11,0,1279,44,0,23,6,24,0,1,102,2,0,0,2,3,0,0,2,1,8,17,6,3,29,27,48,1,0,0,1,2,4,1,1,2,15,0,0,24,91.7,1749.1,72.88,102,0.0,-1335.79,-13.1,1,100.0,0.04,0.04,8,87.5,49.87,6.23,17,76.5,198.83,11.7,6,83.3,1975.47,329.25,3,33.3,0.01,0.0,29,89.7,143.16,4.94,27,0.0,-1504.99,-55.74,48,83.3,797.36,16.61,0,0,0,0,0,0,0,0,1,0.0,-96.5,-96.5,2,0.0,-125.85,-62.92,2,50.0,-218.13,-109.06,15,86.7,94.43,6.3
0.8,42.5,C-一般,熊市优,9.6,1.4,19.4,5.3,6.4,10,016848,中欧高端装备股票发起C,军工,2023-02-10 ~ 2026-05-08,786,2.1,0.67,21.85,6.54,-19.75,14.83,35.11,2024-11-11,2025-01-06,405,0.12,0.05,1.405,8.06,-8.33,50.6,29,177,62.7,42.5,13.77,-37.91,0.36,0.06,-24.14,16.67,315.69,-175.01,23,27,26.3,98.5,1.5,12.3,8,49,-253.98,7920.47,2289.68,10210.15,2,15.14,49.55,1,-2.5,-14.68,4,-9.71,-8.01,0,764,22,0,17,1,18,0,1,31,1,0,0,0,0,1,1,1,0,2,23,4,8,44,14,16,1,0,0,1,0,3,2,0,1,15,0,0,18,83.3,186.09,10.34,31,0.0,-869.25,-28.04,0,0,0,0,2,100.0,30.36,15.18,23,82.6,176.48,7.67,4,100.0,388.33,97.08,8,87.5,335.01,41.88,44,79.5,270.82,6.16,14,0.0,-628.12,-44.87,16,87.5,43.01,2.69,0,0,0,0,0,0,0,0,1,0.0,-160.45,-160.45,0,0,0,0,1,0.0,-124.17,-124.17,15,100.0,97.91,6.53
0.8,64.8,B-良好,全天候/熊市优/震荡优,39.5,19.4,23.0,5.2,7.2,10,013613,宝盈国家安全沪港深股票C,军工,2021-10-29 ~ 2026-05-08,1098,47.47,9.32,120.07,19.84,-72.6,14.43,51.76,2021-12-01,2023-08-28,690,0.91,0.65,1.4,9.85,-13.51,51.2,35,198,48.5,48.2,70.7,-28.71,2.46,0.0,-46.82,50.96,853.97,-172.98,25,19,26.1,96.2,3.8,14.2,10,57,4203.1,12985.39,1761.23,14746.62,3,46.56,142.25,1,-5.17,-23.29,6,3.06,-4.08,0,1061,37,3,17,3,23,0,0,63,2,0,1,0,0,0,0,0,3,12,11,6,3,8,28,29,1,0,1,0,1,4,2,0,3,7,0,2,23,82.6,272.46,11.85,63,0.0,-894.43,-14.2,3,100.0,849.09,283.03,12,100.0,372.27,31.02,11,100.0,37.61,3.42,6,100.0,1837.08,306.18,3,66.7,0.84,0.28,8,100.0,1714.69,214.34,28,0.0,-1304.53,-46.59,29,96.6,1630.3,56.22,0,0,0,0,1,0.0,-167.73,-167.73,0,0,0,0,1,0.0,-58.99,-58.99,3,0.0,-157.98,-52.66,7,100.0,72.42,10.35
0.8,49.3,C-一般,熊市优,29.2,7.5,21.8,3.5,6.5,10,005693,广发中证军工ETF联接C,军工,2020-04-01 ~ 2026-05-08,1480,26.1,4.03,89.28,11.48,-63.18,16.2,49.54,2021-01-07,2024-02-02,1212,0.57,0.25,1.324,9.63,-8.29,48.8,48,305,56.7,43.2,31.9,-29.04,1.1,0.03,-30.01,31.02,1105.95,-212.38,34,24,17.7,98.0,2.0,19.2,9,84,2556.51,9733.24,2876.46,12609.7,6,41.7,146.81,3,-9.19,-50.69,4,-6.51,-6.59,0,1442,38,0,22,5,32,0,0,81,0,0,1,0,1,0,5,1,1,10,11,9,4,68,23,47,0,1,0,0,0,6,3,0,1,17,4,0,32,90.6,314.52,9.83,81,0.0,-1592.22,-19.66,1,100.0,0.46,0.46,10,100.0,21.6,2.16,11,63.6,140.69,12.79,9,88.9,1646.86,182.98,4,75.0,117.45,29.36,68,89.7,1353.92,19.91,23,0.0,-1155.49,-50.24,47,80.9,1666.21,35.45,1,0.0,-56.46,-56.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-158.19,-158.19,17,94.1,257.16,15.13
0.9,36.9,D-偏差,全天候/熊市优/震荡优,0.0,0,16.6,4.4,5.9,10,017652,中航华证商飞高端制造产业指数发起C,军工,2023-04-28 ~ 2026-05-08,732,-9.1,-3.23,4.55,1.54,-13.65,19.03,35.62,2023-07-04,2024-09-23,689,-0.4,-0.17,1.194,9.57,-7.89,49.0,20,107,44.9,39.5,23.05,-42.36,0.54,0.0,-57.65,20.98,537.44,-181.9,39,20,22.0,98.6,1.4,20.0,20,45,-884.29,6543.86,2545.77,9089.63,0,0,0,1,-9.9,-13.55,6,1.95,20.54,0,713,19,0,8,2,6,0,0,34,0,0,0,0,2,0,0,2,0,0,12,5,9,18,10,7,0,0,0,0,1,3,1,1,2,3,0,1,6,83.3,9.26,1.54,34,0.0,-1179.41,-34.69,0,0,0,0,0,0,0,0,12,66.7,75.66,6.3,5,100.0,86.31,17.26,9,77.8,4.34,0.48,18,88.9,177.03,9.84,10,0.0,-751.82,-75.18,7,71.4,708.12,101.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-53.0,-53.0,2,0.0,-6.64,-3.32,3,66.7,45.86,15.29
0.85,40.1,C-一般,全天候/熊市优/震荡优,6.9,0.3,16.9,5.5,7.4,10,013566,华夏军工安全混合C,军工,2022-01-04 ~ 2026-05-08,1052,1.02,0.24,14.87,3.38,-13.85,28.45,54.46,2022-01-05,2024-09-20,974,0.07,0.01,1.405,11.63,-8.97,46.2,41,232,41.8,49.1,32.74,-26.15,1.25,-0.06,-41.12,17.37,896.34,-392.34,47,25,27.4,98.5,1.5,11.2,5,59,-39.96,8374.77,1726.77,10101.54,3,26.25,71.46,2,-23.19,-33.27,4,0.84,-12.56,0,1015,37,0,24,3,18,0,1,91,0,0,0,0,3,0,3,1,0,7,8,9,13,19,30,23,1,2,0,0,1,3,1,1,1,10,0,0,18,77.8,422.93,23.5,91,0.0,-1535.64,-16.88,0,0,0,0,7,100.0,83.44,11.92,8,87.5,27.22,3.4,9,88.9,1537.49,170.83,13,84.6,101.2,7.78,19,100.0,294.1,15.48,30,0.0,-1520.54,-50.68,23,91.3,481.14,20.92,2,0.0,-21.13,-10.56,0,0,0,0,0,0,0,0,1,0.0,-62.38,-62.38,1,0.0,-76.19,-76.19,10,100.0,228.4,22.84
1.1,34.3,D-偏差,全天候/熊市优/牛市可,0.0,0,11.1,7.3,5.9,10,015046,前海开源中航军工指数C,军工,2022-03-03 ~ 2026-05-08,1015,-9.05,-2.33,2.01,0.5,-11.06,33.33,44.13,2022-09-14,2024-09-20,882,-0.13,-0.07,1.272,9.52,-7.61,51.0,27,157,46.5,39.2,39.27,-48.98,0.8,0.0,-62.7,40.65,755.39,-421.88,36,15,36.6,98.7,1.3,22.3,25,92,-904.47,9090.78,4.55,9095.33,1,0.39,14.79,1,-6.03,-15.6,7,-0.54,6.2,0,992,23,1,13,3,15,0,0,59,0,0,0,0,3,0,2,1,1,7,6,8,2,20,15,11,1,1,0,0,1,2,1,0,1,10,0,0,15,93.3,386.04,25.74,59,0.0,-2044.61,-34.65,1,100.0,0.02,0.02,7,71.4,224.72,32.1,6,100.0,8.29,1.38,8,100.0,858.44,107.31,2,50.0,0.01,0.01,20,90.0,973.57,48.68,15,0.0,-1533.48,-102.23,11,90.9,154.56,14.05,1,0.0,-62.7,-62.7,0,0,0,0,0,0,0,0,1,0.0,-128.24,-128.24,1,0.0,-2.38,-2.38,10,100.0,261.29,26.13
0.85,50.6,C-一般,熊市优,22.7,6.8,21.5,4.0,8.3,10,008960,长信国防军工量化混合C,军工,2020-04-01 ~ 2026-05-08,1480,30.15,4.59,132.98,15.49,-102.83,20.21,59.11,2022-10-31,2024-02-05,854,0.62,0.23,1.41,9.34,-10.27,49.6,50,239,59.4,55.4,35.08,-26.14,1.34,0.07,-19.54,34.21,717.3,-326.34,55,34,19.8,98.6,1.4,22.5,11,86,2864.23,11420.84,1594.45,13015.29,6,36.38,179.21,4,-2.17,-50.88,3,-5.9,-11.57,0,1438,42,2,24,2,19,1,1,58,2,0,0,0,3,0,4,2,3,4,20,16,8,33,22,32,0,0,0,2,3,4,3,1,2,17,1,0,19,84.2,178.86,9.41,58,0.0,-962.58,-16.6,3,100.0,5.13,1.71,4,100.0,104.84,26.21,20,75.0,75.95,3.8,16,100.0,2299.88,143.74,8,100.0,43.04,5.38,33,100.0,918.92,27.85,22,0.0,-1081.01,-49.14,32,93.8,1195.72,37.37,0,0,0,0,0,0,0,0,2,0.0,-28.81,-14.4,3,0.0,-44.79,-14.93,2,0.0,-0.01,-0.01,17,100.0,159.09,9.36
0.91,49.17,,,68.2,7.26,20.47,4.64,6.81,10.0,---,【军工】平均,军工,,,14.14,2.91,33.02,5.81,-18.88,17.45,46.3,,,741.0,0.38,0.23,1.32,9.62,-8.73,49.55,34.3,195.1,50.63,45.34,34.3,-26.77,1.28,0.01,-29.91,24.58,834.97,-262.57,40.87,22.87,23.21,98.3,1.7,17.51,12.4,71.47,1288.21,,,11413.75,3.0,21.41,68.21,2.0,-7.58,-30.8,4.2,0.62,-0.57,0.5,16.8,2.5,16.0,0.1,0.4,59.5,0.7,0.1,0.9,0.3,1.9,0.3,1.9,1.2,0.7,7.1,13.2,7.2,7.1,28.1,18.4,23.7,1.0,0.5,0.2,0.3,1.1,3.4,1.5,0.3,1.4,10.9,0.4,0.2,16.0,88.3,334.69,20.92,59.5,0.0,-958.88,-16.11,0.7,100.0,57.66,86.49,7.1,93.4,95.84,13.56,13.2,75.3,98.16,7.44,7.2,96.3,1264.61,175.64,7.1,75.5,53.2,7.53,28.1,88.4,659.31,23.49,18.4,0.4,-958.46,-52.09,23.7,86.2,686.37,29.0,0.5,0.0,-17.38,-37.24,0.2,0.0,-29.02,-145.08,0.3,0.0,-19.05,-71.44,1.1,0.0,-40.64,-38.1,1.4,9.5,-72.23,-51.59,10.9,95.7,134.04,12.34
1.15,73.4,A-极佳,熊市优,50.1,30,24.2,3.1,6.1,10,017811,东方人工智能主题混合C,半导体,2023-03-22 ~ 2026-05-08,758,61.74,17.33,123.26,30.61,-61.52,11.09,47.52,2023-04-20,2024-09-23,352,1.2,1.56,1.827,16.06,-7.25,51.4,25,156,71.8,41.0,53.26,-23.15,2.3,0.37,-0.53,66.06,1645.18,-97.23,5,24,15.6,97.8,2.2,16.1,8,53,5409.85,11438.72,4735.18,16173.9,5,57.12,131.7,2,-3.59,-30.98,0,0,0,0,723,35,0,10,2,29,0,1,7,0,0,0,0,2,0,0,3,1,20,3,8,1,26,10,35,2,0,0,0,2,5,0,0,8,6,0,0,29,69.0,162.58,5.61,7,0.0,-2.28,-0.33,1,100.0,10.26,10.26,20,95.0,242.98,12.15,3,100.0,38.51,12.84,8,100.0,2228.17,278.52,1,100.0,10.41,10.41,26,92.3,2237.99,86.08,10,0.0,-352.28,-35.23,35,85.7,898.89,25.68,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-123.54,-61.77,8,0.0,-77.54,-9.69,6,100.0,135.7,22.62
1.1,60.8,B-良好,全天候/熊市优/震荡优,69.5,15.2,25,3.8,6.8,10,012630,广发国证半导体芯片ETF联接C,半导体,2021-09-09 ~ 2026-05-08,1127,23.41,4.82,33.66,6.7,-10.25,9.52,57.14,2021-12-03,2022-10-11,543,0.63,0.51,1.447,14.03,-7.86,50.5,36,306,60.5,45.6,19.32,-20.79,0.93,0.04,-7.8,20.65,788.62,-439.23,28,28,18.8,97.4,2.6,15.4,9,56,1848.04,9353.25,2987.99,12341.24,3,12.57,98.62,3,-5.54,-51.78,4,14.69,2.18,0,1081,46,3,15,3,67,1,0,65,1,0,3,1,1,0,0,1,1,41,8,9,4,18,15,63,1,2,0,2,1,4,1,0,3,7,0,1,67,85.1,990.27,14.78,65,1.5,-561.69,-8.64,1,100.0,0.01,0.01,41,90.2,184.81,4.51,8,87.5,277.14,34.64,9,88.9,916.22,101.8,4,50.0,21.73,5.43,18,83.3,443.48,24.64,15,0.0,-989.85,-65.99,63,84.1,651.02,10.33,2,0.0,-1.36,-0.68,0,0,0,0,2,0.0,-10.26,-5.13,1,0.0,-41.04,-41.04,3,0.0,-121.63,-40.54,7,57.1,89.19,12.74
0.8,75.8,A-极佳,全天候/熊市优/震荡优,37.9,30,24.9,4.3,6.6,10,014855,嘉实中证半导体指数增强发起式C,半导体,2022-06-08 ~ 2026-05-08,952,42.56,9.84,112.42,22.07,-69.86,9.46,46.34,2023-04-20,2024-02-05,353,1.05,1.04,1.558,15.1,-11.81,50.8,34,218,57.3,43.8,29.76,-10.08,2.95,0.02,-8.15,36.18,647.02,-91.5,23,17,21.3,97.4,2.6,14.3,8,54,3044.82,7442.94,6812.73,14255.67,4,28.5,124.07,2,-1.97,-28.86,3,10.61,3.22,0,932,20,1,14,3,44,0,0,50,2,0,0,1,1,1,0,1,3,15,15,7,10,16,15,30,2,0,0,3,1,5,3,0,3,6,0,0,44,97.7,957.66,21.77,50,0.0,-208.15,-4.16,3,66.7,454.94,151.65,15,80.0,130.38,8.69,15,60.0,51.12,3.41,7,100.0,521.49,74.5,10,70.0,111.22,11.12,16,93.8,908.58,56.79,15,0.0,-279.34,-18.62,30,86.7,567.57,18.92,0,0,0,0,0,0,0,0,3,0.0,-33.93,-11.31,1,0.0,-55.94,-55.94,3,0.0,-98.02,-32.67,6,66.7,17.24,2.87
1.1,53.3,C-一般,全天候/熊市优/震荡优,36.1,8.0,24.9,4.1,6.3,10,008888,华夏国证半导体芯片ETF联接C,半导体,2020-07-06 ~ 2026-05-08,1418,19.86,3.27,54.95,8.09,-35.09,12.27,59.94,2024-07-22,2024-09-23,639,0.38,0.27,1.502,14.27,-8.25,50.8,46,364,54.9,42.3,22.09,-21.78,1.01,0.02,-14.98,23.81,446.65,-259.27,38,24,20.5,98.2,1.8,13.2,8,61,1957.23,11794.47,191.94,11986.41,4,19.3,120.7,3,-4.92,-52.23,5,4.73,-2.09,0,1363,55,1,21,3,70,1,1,97,1,0,2,1,2,0,1,3,0,43,13,17,7,33,19,43,1,5,0,3,2,5,3,0,5,7,0,0,70,90.0,1005.96,14.37,97,0.0,-834.66,-8.6,0,0,0,0,43,83.7,91.02,2.12,13,53.8,232.24,17.86,17,100.0,1499.11,88.18,7,85.7,42.08,6.01,33,90.9,749.59,22.71,19,0.0,-911.04,-47.95,43,79.1,670.04,15.58,5,0.0,-52.14,-10.43,0,0,0,0,3,0.0,-196.13,-65.38,2,0.0,-171.89,-85.94,5,0.0,-295.73,-59.15,7,100.0,128.78,18.4
0.9,61.5,B-良好,全天候/熊市优/震荡优,50.3,19.7,18.7,4.7,8.4,10,015968,永赢半导体产业智选混合发起C,半导体,2022-11-17 ~ 2026-05-08,842,52.28,13.41,103.95,23.78,-51.67,20.45,45.2,2023-04-14,2024-09-13,359,0.84,0.66,1.612,16.02,-8.27,51.4,34,162,63.6,55.8,58.76,-22.12,2.66,0.32,-13.08,65.35,1430.53,-211.45,27,32,23.5,97.7,2.3,15.5,6,82,4858.2,13112.02,2116.39,15228.41,4,58.52,123.61,2,-10.08,-29.45,2,2.7,-1.73,0,813,29,1,19,1,20,0,0,39,0,0,0,1,3,0,3,0,0,9,9,16,3,23,13,14,1,0,0,0,0,3,2,0,3,13,0,0,20,90.0,97.28,4.86,39,0.0,-715.91,-18.36,0,0,0,0,9,88.9,110.24,12.25,9,100.0,47.8,5.31,16,100.0,4654.28,290.89,3,100.0,3.39,1.13,23,95.7,1004.02,43.65,13,0.0,-342.47,-26.34,14,100.0,28.29,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-136.09,-45.36,13,100.0,107.37,8.26
1.15,48.1,C-一般,全天候/熊市优/震荡优,43.9,6.3,22.5,2.6,6.7,10,014143,银河创新成长混合C,半导体,2021-12-20 ~ 2026-05-08,1062,17.39,3.88,39.58,8.23,-22.19,18.48,61.34,2021-12-23,2024-09-23,674,0.43,0.21,1.649,15.3,-7.77,49.4,28,247,49.0,44.4,30.79,-17.3,1.78,0.0,-25.74,11.55,1285.52,-169.15,61,49,12.9,98.7,1.3,15.5,14,59,1736.9,11726.81,12.24,11739.05,3,31.85,106.6,3,-16.02,-50.38,4,4.89,-1.13,0,1004,58,0,14,4,28,0,0,87,3,0,0,0,2,0,0,0,0,19,23,3,7,13,21,27,1,4,0,0,1,4,0,0,6,8,0,0,28,89.3,602.18,21.51,87,0.0,-1195.0,-13.74,0,0,0,0,19,94.7,67.01,3.53,23,95.7,71.28,3.1,3,100.0,1413.41,471.14,7,71.4,0.15,0.02,13,100.0,711.79,54.75,21,0.0,-690.14,-32.86,27,100.0,800.68,29.65,4,0.0,-33.27,-8.32,0,0,0,0,0,0,0,0,1,0.0,-8.68,-8.68,6,0.0,-62.05,-10.34,8,100.0,59.54,7.44
1.15,47.6,C-一般,全天候/熊市优/震荡优,16.8,2.7,23.6,3.9,7.4,10,012970,鹏华国证半导体芯片ETF联接C,半导体,2021-09-24 ~ 2026-05-08,1118,5.85,1.29,34.72,6.95,-28.87,14.42,56.51,2021-12-03,2022-12-23,782,0.21,0.09,1.44,13.98,-7.56,51.1,36,262,58.8,49.1,13.94,-19.59,0.71,0.03,-6.94,27.27,258.29,-413.86,23,22,19.7,98.4,1.6,20.1,12,64,580.23,10542.32,42.88,10585.2,3,4.91,98.31,3,-12.8,-52.0,4,14.45,3.6,0,1071,47,0,15,2,49,1,0,68,3,0,3,2,0,0,0,2,2,34,11,13,13,19,17,29,2,0,0,1,0,4,1,0,4,2,1,0,49,89.8,450.83,9.2,68,0.0,-297.0,-4.37,2,50.0,8.92,4.46,34,88.2,128.19,3.77,11,90.9,237.86,21.62,13,100.0,338.41,26.03,13,100.0,92.5,7.12,19,89.5,218.74,11.51,17,0.0,-1136.26,-66.84,29,86.2,600.98,20.72,0,0,0,0,0,0,0,0,1,0.0,-0.32,-0.32,0,0,0,0,4,0.0,-133.5,-33.38,2,50.0,70.88,35.44
